scientificName,decimalLatitude,decimalLongitude,eventDate
"Katsuwonus pelamis (Linnaeus, 1758)",-35.383333,-73.083333,2021-10-20
"Katsuwonus pelamis (Linnaeus, 1758)",-35.383333,-73.083333,2021-10-20
"Katsuwonus pelamis (Linnaeus, 1758)",5.66979,-42.3534,2021-11-26T22:18
"Katsuwonus pelamis (Linnaeus, 1758)",32.654043,-79.940496,2020-01-26T13:04:44
"Katsuwonus pelamis (Linnaeus, 1758)",-25.5167,-43.4333,2020-01-19
"Katsuwonus pelamis (Linnaeus, 1758)",-25.5167,-43.4333,2020-01-20
"Katsuwonus pelamis (Linnaeus, 1758)",-25.5167,-43.4333,2020-01-25
"Katsuwonus pelamis (Linnaeus, 1758)",-25.5167,-43.4333,2020-01-26
"Katsuwonus pelamis (Linnaeus, 1758)",-25.5167,-43.4333,2020-01-27
"Katsuwonus pelamis (Linnaeus, 1758)",-25.5155,-43.4287,2020-01-15
"Katsuwonus pelamis (Linnaeus, 1758)",-25.5167,-43.4333,2020-01-21
"Katsuwonus pelamis (Linnaeus, 1758)",-10.264825,40.185225,2020-02-29T06:30Z
"Katsuwonus pelamis (Linnaeus, 1758)",-10.277191,40.145753,2020-02-27T06:35Z
"Katsuwonus pelamis (Linnaeus, 1758)",-26.681821,153.11903,2020-02-01
"Katsuwonus pelamis (Linnaeus, 1758)",-27.921122,153.734803,2020-02-26T08:00:47
"Katsuwonus pelamis (Linnaeus, 1758)",7.203076,79.829305,2020-02-03T07:01:54
"Katsuwonus pelamis (Linnaeus, 1758)",-9.630843,147.238349,2020-03-25T11:33Z
"Katsuwonus pelamis (Linnaeus, 1758)",-5.255157,39.77769,2020-03-13T18:45Z
"Katsuwonus pelamis (Linnaeus, 1758)",-5.254705,39.775396,2020-03-17T01:00Z
"Katsuwonus pelamis (Linnaeus, 1758)",-5.254632,39.776362,2020-03-18T01:30Z
"Katsuwonus pelamis (Linnaeus, 1758)",-5.254065,39.777006,2020-03-19T01:45Z
"Katsuwonus pelamis (Linnaeus, 1758)",-10.279021,40.188611,2020-03-21T06:40Z
"Katsuwonus pelamis (Linnaeus, 1758)",-4.777431,39.155428,2020-03-18T07:35Z
"Katsuwonus pelamis (Linnaeus, 1758)",-5.254089,39.77694,2020-03-22T01:00Z
"Katsuwonus pelamis (Linnaeus, 1758)",-5.250094,39.774752,2020-03-23T01:00Z
"Katsuwonus pelamis (Linnaeus, 1758)",-5.250094,39.774752,2020-03-27T01:00Z
"Katsuwonus pelamis (Linnaeus, 1758)",-5.250094,39.774752,2020-03-29T18:00Z
"Katsuwonus pelamis (Linnaeus, 1758)",-25.54116,-43.442,2020-03-08
"Katsuwonus pelamis (Linnaeus, 1758)",-10.269555,40.163028,2020-05-30T06:46Z
"Katsuwonus pelamis (Linnaeus, 1758)",-9.742701,39.713764,2020-05-28T06:13Z
"Katsuwonus pelamis (Linnaeus, 1758)",-9.744188,39.714081,2020-05-17T06:30Z
"Katsuwonus pelamis (Linnaeus, 1758)",-10.269555,40.163028,2020-06-01T06:40Z
"Katsuwonus pelamis (Linnaeus, 1758)",-9.997057,39.712268,2020-06-19T06:05Z
"Katsuwonus pelamis (Linnaeus, 1758)",-9.742878,39.713922,2020-06-05T06:45Z
"Katsuwonus pelamis (Linnaeus, 1758)",-9.367347,46.234884,2020-06-17
"Katsuwonus pelamis (Linnaeus, 1758)",-22.0,-71.483333,2020-08-24T17:50
"Katsuwonus pelamis (Linnaeus, 1758)",-22.0,-71.483333,2020-08-24T17:50
"Katsuwonus pelamis (Linnaeus, 1758)",31.366745,-116.859658,2020-10-05T10:05:33
"Katsuwonus pelamis (Linnaeus, 1758)",-34.733333,-72.766667,2020-10-28
"Katsuwonus pelamis (Linnaeus, 1758)",-34.733333,-72.766667,2020-10-28
"Katsuwonus pelamis (Linnaeus, 1758)",-34.733333,-72.766667,2020-10-28
"Katsuwonus pelamis (Linnaeus, 1758)",-34.733333,-72.766667,2020-10-28
"Katsuwonus pelamis (Linnaeus, 1758)",25.984049,-94.331401,2020-11-14T10:39:14
"Katsuwonus pelamis (Linnaeus, 1758)",-35.9425,-73.199167,2020-11-20T11:30
"Katsuwonus pelamis (Linnaeus, 1758)",-35.969722,-73.223333,2020-11-20
"Katsuwonus pelamis (Linnaeus, 1758)",-35.9425,-73.199167,2020-11-20T11:30
"Katsuwonus pelamis (Linnaeus, 1758)",-35.969722,-73.223333,2020-11-20
"Katsuwonus pelamis (Linnaeus, 1758)",-30.49439,30.638525,2020-12-22
"Pampus argenteus (Euphrasen, 1788)",30.366688,122.274894,2025-01-05T11:50:57
"Pampus argenteus (Euphrasen, 1788)",29.822387,122.337021,2025-05-17T15:24:22
"Pampus argenteus (Euphrasen, 1788)",36.181158,120.277306,2025-09-07T09:50:27
"Pampus argenteus (Euphrasen, 1788)",36.181064,120.277314,2025-09-07T10:04:19
"Pampus argenteus (Euphrasen, 1788)",25.10776,121.510359,2025-12-10T08:28:54
"Pampus argenteus (Euphrasen, 1788)",12.619717,102.094189,2024-07-01T16:33:04
"Pampus cinereus (Bloch, 1795)",-7.713099,108.500387,2024-11-17T07:55:52
"Pampus argenteus (Euphrasen, 1788)",21.756639,89.222982,2023-01-09
"Pampus argenteus (Euphrasen, 1788)",13.878297,100.406614,2023-04-21T10:42:17
"Pampus argenteus (Euphrasen, 1788)",36.056671,120.369789,2023-10-23T08:30:59
"Pampus argenteus (Euphrasen, 1788)",24.461555,120.118873,2022-03-01
"Pampus argenteus (Euphrasen, 1788)",-7.702888,108.657706,2022-07-17T12:40
"Pampus argenteus (Euphrasen, 1788)",52.9732,5.000163,2022-09-26
"Pampus argenteus (Euphrasen, 1788)",24.101417,120.305817,2021-02-25
"Pampus argenteus (Euphrasen, 1788)",24.18935,119.972267,2021-02-01
"Pampus argenteus (Euphrasen, 1788)",24.046483,120.281217,2020-09-15
"Pampus argenteus (Euphrasen, 1788)",8.879189,76.578101,2020-10-16T12:53:52
"Pampus argenteus (Euphrasen, 1788)",23.189639,120.085841,2020-10-10T13:37
"Pampus argenteus (Euphrasen, 1788)",23.189653,120.085889,2020-11-11T13:44:40
"Scomberomorus commerson (Lacepède, 1800)",9.545512,76.362436,2025-01-10T16:31:56
"Scomberomorus commerson (Lacepède, 1800)",1.346429,103.856472,2025-01-18T13:50
"Scomberomorus commerson (Lacepède, 1800)",27.652751,34.3744,2025-01-14T12:35
"Scomberomorus commerson (Lacepède, 1800)",27.684468,34.370573,2025-01-11T12:55
"Scomberomorus commerson (Lacepède, 1800)",32.000751,34.72301,2025-01-02
"Scomberomorus commerson (Lacepède, 1800)",32.790454,34.926743,2025-01-04
"Scomberomorus commerson (Lacepède, 1800)",32.825866,35.015176,2025-01-15
"Scomberomorus commerson (Lacepède, 1800)",32.132769,34.764095,2025-01-02
"Scomberomorus commerson (Lacepède, 1800)",31.852388,34.654536,2025-01-22
"Scomberomorus commerson (Lacepède, 1800)",6.267964,80.183206,2025-02-05T05:16:18
"Scomberomorus commerson (Lacepède, 1800)",15.661231,73.642763,2025-02-02T11:10:13
"Scomberomorus commerson (Lacepède, 1800)",12.634241,101.554313,2025-02-01T10:07:43
"Scomberomorus commerson (Lacepède, 1800)",6.425451,79.962612,2025-02-04T15:05:17
"Scomberomorus commerson (Lacepède, 1800)",9.685978,118.701388,2025-02-06T18:25:57
"Scomberomorus commerson (Lacepède, 1800)",12.870771,74.850072,2025-02-23T08:08:49
"Scomberomorus commerson (Lacepède, 1800)",-18.676106,147.440198,2025-03-08T13:05
"Scomberomorus commerson (Lacepède, 1800)",7.006922,134.267017,2025-03-02T13:01:46
"Scomberomorus commerson (Lacepède, 1800)",7.35922,134.316616,2025-03-04T11:50:56
"Scomberomorus commerson (Lacepède, 1800)",7.107541,134.342226,2025-03-02T12:55:59
"Scomberomorus commerson (Lacepède, 1800)",7.089138,134.376586,2025-03-03T11:55:46
"Scomberomorus commerson (Lacepède, 1800)",27.662741,34.267516,2025-03-30T12:07:39
"Scomberomorus commerson (Lacepède, 1800)",32.806197,34.939293,2025-03-03
"Scomberomorus commerson (Lacepède, 1800)",32.833068,35.032645,2025-03-03
"Scomberomorus commerson (Lacepède, 1800)",32.843427,34.951936,2025-03-03
"Scomberomorus commerson (Lacepède, 1800)",-14.869601,145.795002,2025-04-12T15:44
"Scomberomorus commerson (Lacepède, 1800)",6.526299,99.320382,2025-04-16T19:00:04
"Scomberomorus commerson (Lacepède, 1800)",12.555022,99.984419,2025-04-16T17:35:30
"Scomberomorus commerson (Lacepède, 1800)",25.200104,55.282546,2025-04-06T17:39:21
"Scomberomorus commerson (Lacepède, 1800)",-7.530713,110.642617,2025-04-07T15:50
"Scomberomorus commerson (Lacepède, 1800)",9.790855,76.250898,2025-04-26T08:27:20
"Scomberomorus commerson (Lacepède, 1800)",25.223119,55.28663,2025-04-24T12:15:54
"Scomberomorus commerson (Lacepède, 1800)",7.369199,79.842836,2025-04-25T06:03
"Scomberomorus commerson (Lacepède, 1800)",7.298658,79.948959,2025-04-25T14:00
"Scomberomorus commerson (Lacepède, 1800)",7.276013,79.805618,2025-04-25T14:00
"Scomberomorus commerson (Lacepède, 1800)",32.410423,34.860443,2025-04-20
"Scomberomorus commerson (Lacepède, 1800)",-3.883923,134.029854,2025-04-14T08:19
"Scomberomorus commerson (Lacepède, 1800)",1.308239,103.76484,2025-04-27T12:05:36
"Scomberomorus commerson (Lacepède, 1800)",13.338481,74.722904,2025-05-08T06:17:25
"Scomberomorus commerson (Lacepède, 1800)",32.831585,35.042633,2025-05-10
"Scomberomorus commerson (Lacepède, 1800)",-16.980633,146.321629,2025-05-20T13:22
"Scomberomorus commerson (Lacepède, 1800)",-16.280716,145.905118,2025-05-17T21:27:25
"Scomberomorus commerson (Lacepède, 1800)",11.879691,79.824194,2025-05-16T11:33
"Scomberomorus commerson (Lacepède, 1800)",36.65599,28.238995,2025-06-27T22:55:03
"Scomberomorus commerson (Lacepède, 1800)",13.546835,120.837446,2025-06-26T10:55
"Scomberomorus commerson (Lacepède, 1800)",-20.691155,165.105321,2025-06-12T18:27:21
"Scomberomorus commerson (Lacepède, 1800)",-19.727358,148.358143,2025-07-04
"Scomberomorus commerson (Lacepède, 1800)",22.559574,114.020915,2025-07-27T11:36:54
"Scomberomorus commerson (Lacepède, 1800)",-23.44143,151.910751,2025-07-05T16:58:43
"Scomberomorus commerson (Lacepède, 1800)",-27.292138,153.037322,2025-07-04T18:56Z
"Scomberomorus commerson (Lacepède, 1800)",12.885181,80.382848,2025-08-15T07:24
"Scomberomorus commerson (Lacepède, 1800)",5.795851,99.843182,2025-08-14T11:40:25
"Scomberomorus commerson (Lacepède, 1800)",5.621379,99.88871,2025-08-14T11:51:17
"Scomberomorus commerson (Lacepède, 1800)",-20.217694,164.773806,2025-08-03T17:44
"Scomberomorus commerson (Lacepède, 1800)",5.793884,99.539337,2025-08-14T11:52:39
"Scomberomorus commerson (Lacepède, 1800)",-17.704465,177.2841,2025-08-26T15:18:58
"Scomberomorus commerson (Lacepède, 1800)",32.430366,34.869096,2025-08-23
"Scomberomorus commerson (Lacepède, 1800)",-23.141252,113.774301,2025-09-02T12:23:51
"Scomberomorus commerson (Lacepède, 1800)",7.06988,134.324351,2025-09-03T10:28
"Scomberomorus commerson (Lacepède, 1800)",22.310093,114.849329,2025-09-06T08:02:34
"Scomberomorus commerson (Lacepède, 1800)",12.297999,109.365693,2025-09-05
"Scomberomorus commerson (Lacepède, 1800)",-23.435702,151.903371,2025-09-25T18:58:44
"Scomberomorus commerson (Lacepède, 1800)",-17.064561,179.190501,2025-09-23T07:46
"Scomberomorus commerson (Lacepède, 1800)",-16.638232,179.864057,2025-09-29T08:37
"Scomberomorus commerson (Lacepède, 1800)",-5.321933,145.87961,2025-10-31T15:38:16
"Scomberomorus commerson (Lacepède, 1800)",33.143842,35.150474,2025-10-26T14:48
"Scomberomorus commerson (Lacepède, 1800)",3.211642,101.239597,2025-10-26T13:49
"Scomberomorus commerson (Lacepède, 1800)",-17.114969,179.075778,2025-10-06T11:50
"Scomberomorus commerson (Lacepède, 1800)",-17.308996,178.474738,2025-10-12T11:35
"Scomberomorus commerson (Lacepède, 1800)",-17.392859,178.51324,2025-10-12T11:45
"Scomberomorus commerson (Lacepède, 1800)",-17.800071,177.381436,2025-11-07T16:15:25
"Scomberomorus commerson (Lacepède, 1800)",-9.004545,149.567786,2025-11-22T12:42
"Scomberomorus commerson (Lacepède, 1800)",-17.356857,178.003128,2025-11-22T14:47
"Scomberomorus commerson (Lacepède, 1800)",-8.940442,149.587605,2025-11-26T09:45
"Scomberomorus commerson (Lacepède, 1800)",-0.542737,130.758417,2025-12-02T15:26:05
"Scomberomorus commerson (Lacepède, 1800)",-17.186974,179.031794,2025-12-08T10:17
"Scomberomorus commerson (Lacepède, 1800)",24.591871,121.892877,2025-12-18T16:16
"Scomberomorus commerson (Lacepède, 1800)",6.409528,99.234011,2025-12-27T17:09:19
"Scomberomorus commerson (Lacepède, 1800)",8.987037,76.522063,2024-01-05T15:34:22
"Scomberomorus commerson (Lacepède, 1800)",-17.51158,146.762598,2024-01-09T10:05:10
"Scomberomorus commerson (Lacepède, 1800)",10.720888,103.205539,2024-01-09T10:21:05
"Scomberomorus commerson (Lacepède, 1800)",23.636706,121.611003,2024-01-29T11:13
"Scomberomorus commerson (Lacepède, 1800)",10.936,108.287,2024-01-27
"Scomberomorus commerson (Lacepède, 1800)",32.141545,34.783099,2024-01-16
"Scomberomorus commerson (Lacepède, 1800)",32.202525,34.794707,2024-01-16
"Scomberomorus commerson (Lacepède, 1800)",32.028733,34.708647,2024-01-16
"Scomberomorus commerson (Lacepède, 1800)",-20.246,148.760623,2024-01-09T07:12
"Scomberomorus commerson (Lacepède, 1800)",12.960287,80.3712,2024-02-11T07:00:33
"Scomberomorus commerson (Lacepède, 1800)",8.771974,98.283547,2024-02-12T04:49
"Scomberomorus commerson (Lacepède, 1800)",23.789573,121.623615,2024-02-02T09:33
"Scomberomorus commerson (Lacepède, 1800)",32.001072,34.719696,2024-02-07
"Scomberomorus commerson (Lacepède, 1800)",32.240656,34.785103,2024-02-26
"Scomberomorus commerson (Lacepède, 1800)",31.758305,34.595754,2024-02-07
"Scomberomorus commerson (Lacepède, 1800)",31.699436,34.561382,2024-02-07
"Scomberomorus commerson (Lacepède, 1800)",32.216362,34.807204,2024-02-10
"Scomberomorus commerson (Lacepède, 1800)",-0.697181,130.44601,2024-03-11
"Scomberomorus commerson (Lacepède, 1800)",-0.626343,130.428636,2024-03-11
"Scomberomorus commerson (Lacepède, 1800)",32.793177,34.956797,2024-03-10
"Scomberomorus commerson (Lacepède, 1800)",32.752615,34.954818,2024-03-30
"Scomberomorus commerson (Lacepède, 1800)",32.807797,34.963259,2024-03-10
"Scomberomorus commerson (Lacepède, 1800)",32.154566,34.791074,2024-03-13
"Scomberomorus commerson (Lacepède, 1800)",32.862597,34.975269,2024-03-05
"Scomberomorus commerson (Lacepède, 1800)",-8.26373,124.598122,2024-04-24T16:52
"Scomberomorus commerson (Lacepède, 1800)",12.682513,102.193023,2024-04-27T05:47:29
"Scomberomorus commerson (Lacepède, 1800)",-29.926729,153.388764,2024-04-16T10:16
"Scomberomorus commerson (Lacepède, 1800)",8.881577,76.452289,2024-04-17T12:55:14
"Scomberomorus commerson (Lacepède, 1800)",13.404027,120.930268,2024-04-25T13:31:02
"Scomberomorus commerson (Lacepède, 1800)",32.264495,34.823732,2024-04-24
"Scomberomorus commerson (Lacepède, 1800)",32.537886,34.892521,2024-04-15
"Scomberomorus commerson (Lacepède, 1800)",-13.279996,48.305816,2024-04-22T16:02
"Scomberomorus commerson (Lacepède, 1800)",-13.153531,48.483369,2024-04-29T14:15
"Scomberomorus commerson (Lacepède, 1800)",-21.868621,114.15806,2024-05-15T16:32
"Scomberomorus commerson (Lacepède, 1800)",12.728116,101.644611,2024-05-30T06:01:05
"Scomberomorus commerson (Lacepède, 1800)",-20.343954,148.981689,2024-06-01T10:45:52
"Scomberomorus commerson (Lacepède, 1800)",13.939959,123.656379,2024-06-11T17:41
"Scomberomorus commerson (Lacepède, 1800)",-22.523624,166.409316,2024-06-12T12:46
"Scomberomorus commerson (Lacepède, 1800)",-18.654697,147.021535,2024-07-01T11:17
"Scomberomorus commerson (Lacepède, 1800)",-18.649027,147.170298,2024-07-01T14:01
"Scomberomorus commerson (Lacepède, 1800)",12.686389,102.121346,2024-07-01T06:44:33
"Scomberomorus commerson (Lacepède, 1800)",1.382545,103.911901,2024-07-06T12:49
"Scomberomorus commerson (Lacepède, 1800)",-18.709487,147.128316,2024-07-13T11:44
"Scomberomorus commerson (Lacepède, 1800)",1.297114,103.970123,2024-07-06T10:56
"Scomberomorus commerson (Lacepède, 1800)",1.302466,103.824817,2024-07-06T12:19
"Scomberomorus commerson (Lacepède, 1800)",7.186915,134.234456,2024-07-05T15:02
"Scomberomorus commerson (Lacepède, 1800)",6.81132,116.863746,2024-07-22T10:43
"Scomberomorus commerson (Lacepède, 1800)",-1.060741,100.583645,2024-07-09T16:30:46
"Scomberomorus commerson (Lacepède, 1800)",33.916667,127.083333,2024-07-05
"Scomberomorus commerson (Lacepède, 1800)",1.270023,103.840834,2024-08-04T19:16
"Scomberomorus commerson (Lacepède, 1800)",-6.033633,106.599275,2024-08-18T10:02:28
"Scomberomorus commerson (Lacepède, 1800)",1.325532,103.812964,2024-08-27T16:03
"Scomberomorus commerson (Lacepède, 1800)",20.694118,70.983378,2024-08-31T17:34
"Scomberomorus commerson (Lacepède, 1800)",-17.278861,178.162785,2024-08-07T09:20
"Scomberomorus commerson (Lacepède, 1800)",-17.300653,178.180324,2024-08-09T09:50
"Scomberomorus commerson (Lacepède, 1800)",5.874823,116.170789,2024-08-01T19:02
"Scomberomorus commerson (Lacepède, 1800)",29.534205,34.942539,2024-08-17
"Scomberomorus commerson (Lacepède, 1800)",17.256843,42.409539,2024-09-11T17:22:09
"Scomberomorus commerson (Lacepède, 1800)",12.69442,101.793774,2024-10-03T07:23:19
"Scomberomorus commerson (Lacepède, 1800)",3.178006,103.806526,2024-10-21T11:15:59
"Scomberomorus commerson (Lacepède, 1800)",-10.738148,129.87842,2024-10-10T12:21:51
"Scomberomorus commerson (Lacepède, 1800)",-17.784042,146.16072,2024-10-21T17:06:26
"Scomberomorus commerson (Lacepède, 1800)",32.161414,34.792251,2024-10-29
"Scomberomorus commerson (Lacepède, 1800)",-2.098927,130.808112,2024-10-28T07:45
"Scomberomorus commerson (Lacepède, 1800)",-22.468076,166.447302,2024-11-02T07:42
"Scomberomorus commerson (Lacepède, 1800)",-16.66397,179.994614,2024-11-03T17:57
"Scomberomorus commerson (Lacepède, 1800)",1.239375,103.851609,2024-11-23T16:07
"Scomberomorus commerson (Lacepède, 1800)",4.491464,118.900097,2024-11-15T10:32:17
"Scomberomorus commerson (Lacepède, 1800)",-13.5791,48.020933,2024-11-25T13:49:43
"Scomberomorus commerson (Lacepède, 1800)",23.656853,58.401429,2024-11-18T10:07:31
"Scomberomorus commerson (Lacepède, 1800)",-15.582143,49.673141,2024-11-11T15:39:21
"Scomberomorus commerson (Lacepède, 1800)",7.907094,98.598205,2024-11-28T07:53:11
"Scomberomorus commerson (Lacepède, 1800)",-18.078696,146.407788,2024-12-03T14:37
"Scomberomorus commerson (Lacepède, 1800)",27.963768,34.576363,2024-12-12T12:59
"Scomberomorus commerson (Lacepède, 1800)",15.652478,73.713912,2024-12-23T23:33:41
"Scomberomorus commerson (Lacepède, 1800)",9.459136,123.951433,2024-12-15T10:16:08
"Scomberomorus commerson (Lacepède, 1800)",-21.929232,166.601721,2024-12-30T11:08
"Scomberomorus commerson (Lacepède, 1800)",8.826858,76.510554,2024-12-24T07:39:27
"Scomberomorus commerson (Lacepède, 1800)",8.953471,76.431943,2024-12-21T16:16:57
"Scomberomorus commerson (Lacepède, 1800)",-2.247157,130.424118,2024-12-19T08:34
"Scomberomorus commerson (Lacepède, 1800)",-12.936725,45.230998,2023-02-22
"Scomberomorus commerson (Lacepède, 1800)",-17.974158,146.188325,2023-03-29T08:30:39
"Scomberomorus commerson (Lacepède, 1800)",-21.561618,35.451072,2023-03-30T14:23:04
"Scomberomorus commerson (Lacepède, 1800)",-22.36944,166.25389,2023-03-21
"Scomberomorus commerson (Lacepède, 1800)",-22.5247,166.44398,2023-03-22
"Scomberomorus commerson (Lacepède, 1800)",-12.64618,45.13308,2023-03-16
"Scomberomorus commerson (Lacepède, 1800)",-12.543656,44.939446,2023-03-16
"Scomberomorus commerson (Lacepède, 1800)",12.914409,101.45656,2023-04-23T15:39:43
"Scomberomorus commerson (Lacepède, 1800)",36.743306,29.040908,2023-04-16T15:36:16
"Scomberomorus commerson (Lacepède, 1800)",-12.443168,130.768308,2023-04-02T18:59:38
"Scomberomorus commerson (Lacepède, 1800)",-12.443811,130.785205,2023-04-02T18:59:38
"Scomberomorus commerson (Lacepède, 1800)",-20.91792,167.27782,2023-04-26
"Scomberomorus commerson (Lacepède, 1800)",-21.900758,35.426489,2023-04-13T17:18:56
"Scomberomorus commerson (Lacepède, 1800)",-28.375317,32.42895,2023-04-14
"Scomberomorus commerson (Lacepède, 1800)",-28.375317,32.42895,2023-04-14
"Scomberomorus commerson (Lacepède, 1800)",-28.375317,32.42895,2023-04-14
"Scomberomorus commerson (Lacepède, 1800)",-28.375317,32.42895,2023-04-14
"Scomberomorus commerson (Lacepède, 1800)",-28.375317,32.42895,2023-04-14
"Scomberomorus commerson (Lacepède, 1800)",-28.375317,32.42895,2023-04-14
"Scomberomorus commerson (Lacepède, 1800)",-28.375317,32.42895,2023-04-14
"Scomberomorus commerson (Lacepède, 1800)",-28.375317,32.42895,2023-04-14
"Scomberomorus commerson (Lacepède, 1800)",-22.55427,166.416048,2023-05-08T15:39
"Scomberomorus commerson (Lacepède, 1800)",12.948668,101.571174,2023-05-09T08:10:07
"Scomberomorus commerson (Lacepède, 1800)",24.78444,35.18167,2023-05-18
"Scomberomorus commerson (Lacepède, 1800)",-28.194,153.576828,2023-05-02/2023-05-03
"Scomberomorus commerson (Lacepède, 1800)",-21.829588,114.174572,2023-05-18
"Scomberomorus commerson (Lacepède, 1800)",-21.829186,114.068733,2023-05-18T02:51Z
"Scomberomorus commerson (Lacepède, 1800)",-22.131866,113.877304,2023-05-18
"Scomberomorus commerson (Lacepède, 1800)",-21.829588,114.174572,2023-05-18
"Scomberomorus commerson (Lacepède, 1800)",-21.829186,114.068733,2023-05-18T02:51Z
"Scomberomorus commerson (Lacepède, 1800)",-21.829186,114.068733,2023-05-18T02:51Z
"Scomberomorus commerson (Lacepède, 1800)",-21.829588,114.174572,2023-05-18T01:42Z
"Scomberomorus commerson (Lacepède, 1800)",-21.829588,114.174572,2023-05-18T01:30Z
"Scomberomorus commerson (Lacepède, 1800)",-21.829588,114.174572,2023-05-18T01:30Z
"Scomberomorus commerson (Lacepède, 1800)",-21.829186,114.068733,2023-05-18T02:51Z
"Scomberomorus commerson (Lacepède, 1800)",-21.829588,114.174572,2023-05-18T01:30Z
"Scomberomorus commerson (Lacepède, 1800)",-21.829186,114.068733,2023-05-18T02:58Z
"Scomberomorus commerson (Lacepède, 1800)",-21.829588,114.174572,2023-05-18
"Scomberomorus commerson (Lacepède, 1800)",-21.829588,114.174572,2023-05-18
"Scomberomorus commerson (Lacepède, 1800)",-21.829588,114.174572,2023-05-18T01:30Z
"Scomberomorus commerson (Lacepède, 1800)",-21.829186,114.068733,2023-05-18T02:51Z
"Scomberomorus commerson (Lacepède, 1800)",-21.829186,114.068733,2023-05-18T02:51Z
"Scomberomorus commerson (Lacepède, 1800)",-22.131866,113.877304,2023-05-18
"Scomberomorus commerson (Lacepède, 1800)",-21.829186,114.068733,2023-05-18T02:51Z
"Scomberomorus commerson (Lacepède, 1800)",-21.829186,114.068733,2023-05-18T02:58Z
"Scomberomorus commerson (Lacepède, 1800)",-22.131866,113.877304,2023-05-18
"Scomberomorus commerson (Lacepède, 1800)",-21.829186,114.068733,2023-05-18T02:51Z
"Scomberomorus commerson (Lacepède, 1800)",-21.829588,114.174572,2023-05-18
"Scomberomorus commerson (Lacepède, 1800)",-21.829186,114.068733,2023-05-18T02:40Z
"Scomberomorus commerson (Lacepède, 1800)",-22.131866,113.877304,2023-05-18
"Scomberomorus commerson (Lacepède, 1800)",-21.829186,114.068733,2023-05-18T02:58Z
"Scomberomorus commerson (Lacepède, 1800)",-21.829588,114.174572,2023-05-18
"Scomberomorus commerson (Lacepède, 1800)",-21.829588,114.174572,2023-05-18T01:30Z
"Scomberomorus commerson (Lacepède, 1800)",-21.829588,114.174572,2023-05-18T01:42Z
"Scomberomorus commerson (Lacepède, 1800)",-21.829186,114.068733,2023-05-18T02:51Z
"Scomberomorus commerson (Lacepède, 1800)",-21.829186,114.068733,2023-05-18T02:51Z
"Scomberomorus commerson (Lacepède, 1800)",-21.829588,114.174572,2023-05-18
"Scomberomorus commerson (Lacepède, 1800)",-21.829588,114.174572,2023-05-18T01:30Z
"Scomberomorus commerson (Lacepède, 1800)",-18.728482,147.00974,2023-06-18T17:46:40
"Scomberomorus commerson (Lacepède, 1800)",-18.104951,146.562073,2023-06-29T19:05:42
"Scomberomorus commerson (Lacepède, 1800)",-24.11288,152.714019,2023-06-19T09:09
"Scomberomorus commerson (Lacepède, 1800)",-25.909723,153.196805,2023-06-14T09:31
"Scomberomorus commerson (Lacepède, 1800)",33.236194,126.559472,2023-06-17
"Scomberomorus commerson (Lacepède, 1800)",-5.273259,123.53426,2023-06-10T15:48
"Scomberomorus commerson (Lacepède, 1800)",12.801785,101.414342,2023-07-06T06:03:16
"Scomberomorus commerson (Lacepède, 1800)",-23.9118,152.38382,2023-07-06T16:17:43
"Scomberomorus commerson (Lacepède, 1800)",7.368489,134.378684,2023-09-09T13:31:02
"Scomberomorus commerson (Lacepède, 1800)",23.519892,117.054545,2023-09-10T11:48:38
"Scomberomorus commerson (Lacepède, 1800)",-21.830989,114.178456,2023-09-11T14:11
"Scomberomorus commerson (Lacepède, 1800)",12.507724,99.876729,2023-10-26T15:03:47
"Scomberomorus commerson (Lacepède, 1800)",-13.859418,47.610019,2023-10-24T12:19
"Scomberomorus commerson (Lacepède, 1800)",-22.532305,166.558853,2023-11-26T09:10
"Scomberomorus commerson (Lacepède, 1800)",-22.408364,166.549849,2023-11-26T09:30
"Scomberomorus commerson (Lacepède, 1800)",-16.962956,179.461192,2023-11-30T05:47
"Scomberomorus commerson (Lacepède, 1800)",-6.307844,107.612364,2023-11-11T08:42:54
"Scomberomorus commerson (Lacepède, 1800)",-38.39731,142.492286,2023-11-26
"Scomberomorus commerson (Lacepède, 1800)",32.106866,34.750308,2023-11-08
"Scomberomorus commerson (Lacepède, 1800)",32.603824,34.894168,2023-11-10
"Scomberomorus commerson (Lacepède, 1800)",23.141636,121.240151,2023-12-29T13:48:49
"Scomberomorus commerson (Lacepède, 1800)",7.277174,134.544069,2023-12-08T05:51
"Scomberomorus commerson (Lacepède, 1800)",-22.462958,166.463262,2023-12-30T08:44
"Scomberomorus commerson (Lacepède, 1800)",-8.770781,115.057281,2023-12-28T11:34:09
"Scomberomorus commerson (Lacepède, 1800)",-22.926462,35.469172,2023-12-02
"Scomberomorus commerson (Lacepède, 1800)",1.323123,103.877341,2023-12-26T11:07:44
"Scomberomorus commerson (Lacepède, 1800)",32.219564,34.79881,2023-12-17
"Scomberomorus commerson (Lacepède, 1800)",1.763432,125.010991,2023-12-01T10:44
"Scomberomorus commerson (Lacepède, 1800)",-21.59932,165.33922,2022-01-14
"Scomberomorus commerson (Lacepède, 1800)",-20.62489,165.06259,2022-01-28
"Scomberomorus commerson (Lacepède, 1800)",-20.83705,165.38351,2022-01-30
