scientificName,taxonKey,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,occurrenceStatus,continent,countryCode,stateProvince,island,decimalLatitude,decimalLongitude,elevation,elevationAccuracy,coordinateUncertaintyInMeters,eventDate,year,month,day
"Trichiurus japonicus Temminck & Schlegel, 1844",2389414,,,,,,PRESENT,ASIA,KR,Busan,,33.317367,129.801,,,,2011-12-18,2011.0,12.0,18.0
"Trichiurus lepturus Linnaeus, 1758",2389407,,,,,,PRESENT,ASIA,VN,,,12.335278,109.203611,,,,2010-01-22,2010.0,1.0,22.0
"Trichiurus lepturus Linnaeus, 1758",2389407,,,,,,PRESENT,ASIA,VN,,,10.93575,108.129611,,,,2010-01-27,2010.0,1.0,27.0
BOLD:ACP1370,10152751,,,,,,PRESENT,ASIA,PS,,,31.513542,35.027924,,,,2010-01-14,2010.0,1.0,14.0
BOLD:AAB0171,10642633,,,,,,PRESENT,ASIA,ID,Jawa Barat,,-7.03333,106.533,,,,2010-03-20,2010.0,3.0,20.0
BOLD:AAB0171,10642633,,,,,,PRESENT,ASIA,ID,Jawa Barat,,-7.03333,106.533,,,,2010-03-20,2010.0,3.0,20.0
"Trichiurus lepturus Linnaeus, 1758",2389407,,,,,,PRESENT,ASIA,ID,,,-7.03,106.53,,,,2010-03-20,2010.0,3.0,20.0
"Trichiurus lepturus Linnaeus, 1758",2389407,,,,,,PRESENT,ASIA,ID,,,-7.03,106.53,,,,2010-03-20,2010.0,3.0,20.0
"Trichiurus lepturus Linnaeus, 1758",2389407,,,,,,PRESENT,ASIA,TW,,,22.47,120.43,,,,2010-06-14,2010.0,6.0,14.0
"Trichiurus lepturus Linnaeus, 1758",2389407,,,,,,PRESENT,ASIA,IL,,,33.083901,35.085182,,,,2010-07-28,2010.0,7.0,28.0
"Trichiurus lepturus Linnaeus, 1758",2389407,,,,,,PRESENT,ASIA,ID,,,-7.03,106.53,,,,2010-08-10,2010.0,8.0,10.0
"Trichiurus lepturus Linnaeus, 1758",2389407,,,,,,PRESENT,ASIA,ID,,,-7.03,106.53,,,,2010-08-10,2010.0,8.0,10.0
"Trichiurus japonicus Temminck & Schlegel, 1844",2389414,,,,,,PRESENT,ASIA,JP,Miyazaki,,32.466667,131.683333,,,,2010-08-01,2010.0,8.0,1.0
"Trichiurus lepturus Linnaeus, 1758",2389407,,,,,,PRESENT,ASIA,IL,,,32.537222,34.883394,,,,2010-08-19,2010.0,8.0,19.0
"Trichiurus japonicus Temminck & Schlegel, 1844",2389414,,,,Indeterminate,,PRESENT,ASIA,JP,Kagoshima,,31.277222,130.671667,,,,2009-01-14,2009.0,1.0,14.0
"Trichiurus japonicus Temminck & Schlegel, 1844",2389414,1.0,,,,Adult,PRESENT,ASIA,JP,,,31.27722,130.67167,,,,2009-02-25,2009.0,2.0,25.0
"Trichiurus japonicus Temminck & Schlegel, 1844",2389414,2.0,,,,Adult,PRESENT,ASIA,JP,,,31.27722,130.67167,,,,2009-02-12,2009.0,2.0,12.0
"Trichiurus japonicus Temminck & Schlegel, 1844",2389414,,,,Indeterminate,,PRESENT,ASIA,JP,Kagoshima,,31.277222,130.671667,,,,2009-02-04,2009.0,2.0,4.0
BOLD:AAB0171,10642633,,,,,,PRESENT,ASIA,ID,Jawa Timur,,-8.18333,110.783,,,,2009-03-06,2009.0,3.0,6.0
"Trichiurus lepturus Linnaeus, 1758",2389407,,,,,,PRESENT,ASIA,ID,,,-8.18,110.78,,,,2009-03-06,2009.0,3.0,6.0
"Trichiurus lepturus Linnaeus, 1758",2389407,,,,,,PRESENT,ASIA,ZZ,,,26.66825,49.975217,,,,2009-04-12,2009.0,4.0,12.0
"Trichiurus lepturus Linnaeus, 1758",2389407,,,,,,PRESENT,ASIA,IL,,,32.836143,35.027246,,,,2009-07-21,2009.0,7.0,21.0
"Trichiurus lepturus Linnaeus, 1758",2389407,,,,,,PRESENT,ASIA,IL,,,32.836143,35.027246,,,,2009-08-13,2009.0,8.0,13.0
"Trichiurus lepturus Linnaeus, 1758",2389407,,,,,,PRESENT,ASIA,ID,,,-7.03,106.53,,,,2009-10-10,2009.0,10.0,10.0
"Trichiurus japonicus Temminck & Schlegel, 1844",2389414,,,,,,PRESENT,ASIA,JP,Miyazaki,,32.466667,131.683333,,,,2009-12-08,2009.0,12.0,8.0
"Trichiurus japonicus Temminck & Schlegel, 1844",2389414,,,,,,PRESENT,ASIA,JP,Miyazaki,,32.466667,131.683333,,,,2009-12-08,2009.0,12.0,8.0
"Trichiurus lepturus Linnaeus, 1758",2389407,,,,,,PRESENT,ASIA,ZZ,,,26.572283,55.39875,,,,2009,2009.0,,
"Trichiurus lepturus Linnaeus, 1758",2389407,,,,,,PRESENT,ASIA,ZZ,,,26.572283,55.39875,,,,2009,2009.0,,
"Trichiurus lepturus Linnaeus, 1758",2389407,1.0,,,,,PRESENT,ASIA,TW,Yilan,,24.94111,121.90086,,,,2009,2009.0,,
"Trichiurus japonicus Temminck & Schlegel, 1844",2389414,,,,Indeterminate,,PRESENT,ASIA,JP,Kagoshima,,31.166667,130.533333,,,,2008-06-18,2008.0,6.0,18.0
BOLD:AAB0171,10642633,,,,,,PRESENT,ASIA,ID,Jawa Timur,,-8.21667,111.067,,,,2008-07-03,2008.0,7.0,3.0
"Trichiurus japonicus Temminck & Schlegel, 1844",2389414,,,,Indeterminate,,PRESENT,ASIA,JP,Kagoshima,,31.283333,131.083333,,,,2008-07-20,2008.0,7.0,20.0
"Trichiurus japonicus Temminck & Schlegel, 1844",2389414,,,,Indeterminate,,PRESENT,ASIA,JP,Kagoshima,,31.277222,130.671667,,,,2008-07-23,2008.0,7.0,23.0
"Trichiurus lepturus Linnaeus, 1758",2389407,,,,,,PRESENT,ASIA,ID,,,-8.22,111.07,,,,2008-07-03,2008.0,7.0,3.0
"Trichiurus lepturus Linnaeus, 1758",2389407,,,,,,PRESENT,ASIA,ID,Jawa Timur,,-8.21667,111.067,,,,2008-07-03,2008.0,7.0,3.0
"Trichiurus japonicus Temminck & Schlegel, 1844",2389414,,,,,,PRESENT,ASIA,TW,,,22.01,120.74,,,,2008-11-05,2008.0,11.0,5.0
"Trichiurus lepturus Linnaeus, 1758",2389407,,,,,,PRESENT,ASIA,IL,,,32.836143,35.027246,,,,2008-11-04,2008.0,11.0,4.0
"Trichiurus lepturus Linnaeus, 1758",2389407,,,,,,PRESENT,ASIA,IL,,,32.427916,34.853096,,,,2008-11-04,2008.0,11.0,4.0
