fish_type,genus,decimalLatitude,decimalLongitude,eventDate,occurrenceStatus,source
Ca Trich,Escualosa,21.703917,89.260995,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.75658,89.223058,2023-01-08,1.0,gbif
Ca Trich,Escualosa,21.703521,89.261482,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.754752,89.283835,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.827841,89.195423,2023-01-08,1.0,gbif
Ca Trich,Escualosa,21.756641,89.22312,2023-01-08,1.0,gbif
Ca Trich,Escualosa,21.828443,89.195,2023-01-08,1.0,gbif
Ca Trich,Escualosa,21.703926,89.261013,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.75658,89.223017,2023-01-08,1.0,gbif
Ca Trich,Escualosa,21.703917,89.260995,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.75658,89.223017,2023-01-08,1.0,gbif
Ca Trich,Escualosa,21.703926,89.261013,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.703931,89.261001,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.75658,89.223017,2023-01-08,1.0,gbif
Ca Trich,Escualosa,21.75658,89.223058,2023-01-08,1.0,gbif
Ca Trich,Escualosa,21.703521,89.261482,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.827841,89.195423,2023-01-08,1.0,gbif
Ca Trich,Escualosa,21.703926,89.261013,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.703931,89.261001,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.75658,89.223017,2023-01-08,1.0,gbif
Ca Trich,Escualosa,21.75658,89.223058,2023-01-08,1.0,gbif
Ca Trich,Escualosa,21.703926,89.261013,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.703931,89.261001,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.75658,89.223017,2023-01-08,1.0,gbif
Ca Trich,Escualosa,21.703917,89.260995,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.793313,89.281088,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.75658,89.223058,2023-01-08,1.0,gbif
Ca Trich,Escualosa,21.703521,89.261482,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.754752,89.283835,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.827841,89.195423,2023-01-08,1.0,gbif
Ca Trich,Escualosa,21.756641,89.22312,2023-01-08,1.0,gbif
Ca Trich,Escualosa,21.828443,89.195,2023-01-08,1.0,gbif
Ca Trich,Escualosa,21.703521,89.261482,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.756641,89.22312,2023-01-08,1.0,gbif
Ca Trich,Escualosa,21.703521,89.261482,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.827841,89.195423,2023-01-08,1.0,gbif
Ca Trich,Escualosa,21.756641,89.22312,2023-01-08,1.0,gbif
Ca Trich,Escualosa,21.703926,89.261013,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.703931,89.261001,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.75658,89.223017,2023-01-08,1.0,gbif
Ca Trich,Escualosa,21.793313,89.281088,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.75658,89.223058,2023-01-08,1.0,gbif
Ca Trich,Escualosa,21.75474,89.283996,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.703926,89.261013,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.75658,89.223017,2023-01-08,1.0,gbif
Ca Trich,Escualosa,21.703917,89.260995,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.703926,89.261013,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.703931,89.261001,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.703917,89.260995,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.703926,89.261013,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.703931,89.261001,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.703917,89.260995,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.75474,89.283996,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.754946,89.283766,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.703917,89.260995,2023-01-09,1.0,gbif
Ca Trich,Escualosa,21.75658,89.223058,2023-01-08,1.0,gbif
Ca Trich,Escualosa,21.703917,89.260995,2023-01-09,1.0,gbif
Ca Trich,,,,2022-01-30,1.0,gbif
Ca Trich,Herklotsichthys,23.143842,120.076266,2020-03-16,1.0,gbif
Ca Trich,Herklotsichthys,23.114808,120.098873,2020-03-15,1.0,gbif
Ca Trich,Herklotsichthys,23.114808,120.098873,2020-09-05,1.0,gbif
Ca Trich,Herklotsichthys,23.114808,120.098873,2021-05-27,1.0,gbif
Ca Trich,Hilsa,23.107992,120.043438,2021-10-14,1.0,gbif
Ca Trich,Hilsa,23.124482,120.074022,2021-12-09,1.0,gbif
Ca Trich,Hilsa,21.703931,89.261001,2023-01-09,1.0,gbif
Ca Trich,Hilsa,21.703931,89.261001,2023-01-09,1.0,gbif
Ca Trich,Hilsa,21.75474,89.283996,2023-01-09,1.0,gbif
Ca Trich,Hilsa,21.703926,89.261013,2023-01-09,1.0,gbif
Ca Trich,Hilsa,21.703931,89.261001,2023-01-09,1.0,gbif
Ca Trich,Hilsa,21.703521,89.261482,2023-01-09,1.0,gbif
Ca Trich,Hilsa,21.827841,89.195423,2023-01-08,1.0,gbif
Ca Trich,Hilsa,21.703521,89.261482,2023-01-09,1.0,gbif
Ca Trich,Hilsa,21.827841,89.195423,2023-01-08,1.0,gbif
Ca Trich,Hilsa,21.703926,89.261013,2023-01-09,1.0,gbif
Ca Trich,Hilsa,21.703917,89.260995,2023-01-09,1.0,gbif
Ca Trich,Hilsa,21.703931,89.261001,2023-01-09,1.0,gbif
Ca Trich,Hilsa,21.703931,89.261001,2023-01-09,1.0,gbif
Ca Trich,Hilsa,21.703931,89.261001,2023-01-09,1.0,gbif
Ca Trich,Hilsa,21.703521,89.261482,2023-01-09,1.0,gbif
Ca Trich,Hilsa,21.827841,89.195423,2023-01-08,1.0,gbif
Ca Trich,Hilsa,21.703521,89.261482,2023-01-09,1.0,gbif
Ca Trich,Hilsa,21.827841,89.195423,2023-01-08,1.0,gbif
Ca Trich,Hilsa,21.703521,89.261482,2023-01-09,1.0,gbif
Ca Trich,Hilsa,21.827841,89.195423,2023-01-08,1.0,gbif
Ca Trich,Hilsa,21.703931,89.261001,2023-01-09,1.0,gbif
Ca Trich,Hilsa,21.703931,89.261001,2023-01-09,1.0,gbif
Ca Trich,Hilsa,21.754752,89.283835,2023-01-09,1.0,gbif
Ca Trich,Hilsa,21.756639,89.222982,2023-01-09,1.0,gbif
Ca Trich,Hilsa,21.703931,89.261001,2023-01-09,1.0,gbif
Ca Trich,Konosirus,23.114808,120.098873,2020-01-09,1.0,gbif
Ca Trich,Konosirus,23.114808,120.098873,2020-01-11,1.0,gbif
Ca Trich,Konosirus,23.114808,120.098873,2020-01-14,1.0,gbif
Ca Trich,Konosirus,23.127064,120.055231,2020-01-16,1.0,gbif
Ca Trich,Konosirus,23.118403,120.088635,2020-01-15,1.0,gbif
Ca Trich,Konosirus,23.124482,120.074022,2020-01-15,1.0,gbif
Ca Trich,Konosirus,23.143842,120.076266,2020-05-13,1.0,gbif
Ca Trich,Konosirus,23.114808,120.098873,2020-05-07,1.0,gbif
Ca Trich,Konosirus,23.114808,120.098873,2020-05-10,1.0,gbif
Ca Trich,Konosirus,23.124482,120.074022,2020-05-14,1.0,gbif
Ca Trich,Konosirus,23.143842,120.076266,2020-07-13,1.0,gbif
Ca Trich,Konosirus,23.114808,120.098873,2020-07-10,1.0,gbif
Ca Trich,Konosirus,23.114808,120.098873,2020-07-11,1.0,gbif
Ca Trich,Konosirus,23.114808,120.098873,2020-07-12,1.0,gbif
Ca Trich,Konosirus,23.118403,120.088635,2020-07-14,1.0,gbif
Ca Trich,Konosirus,23.124482,120.074022,2020-07-14,1.0,gbif
Ca Trich,Konosirus,23.143842,120.076266,2020-09-07,1.0,gbif
Ca Trich,Konosirus,23.114808,120.098873,2020-09-05,1.0,gbif
Ca Trich,Konosirus,23.114808,120.098873,2020-09-06,1.0,gbif
Ca Trich,Konosirus,23.124482,120.074022,2020-09-07,1.0,gbif
Ca Trich,Konosirus,23.124482,120.074022,2020-11-05,1.0,gbif
Ca Trich,Konosirus,23.143842,120.076266,2021-06-02,1.0,gbif
Ca Trich,Konosirus,23.114808,120.098873,2021-05-27,1.0,gbif
Ca Trich,Konosirus,23.114808,120.098873,2021-05-29,1.0,gbif
Ca Trich,Konosirus,23.114808,120.098873,2021-06-01,1.0,gbif
Ca Trich,Konosirus,23.124482,120.074022,2021-06-03,1.0,gbif
Ca Trich,Konosirus,23.05733,120.07747,2022-05-31,1.0,gbif
Ca Trich,Nematalosa,23.114808,120.098873,2021-02-01,1.0,gbif
Ca Trich,Nematalosa,23.127064,120.055231,2021-02-04,1.0,gbif
Ca Trich,Nematalosa,23.107992,120.043438,2021-02-04,1.0,gbif
Ca Trich,Nematalosa,23.143842,120.076266,2021-08-11,1.0,gbif
Ca Trich,Nematalosa,23.114808,120.098873,2021-08-07,1.0,gbif
Ca Trich,Nematalosa,23.127064,120.055231,2021-08-13,1.0,gbif
Ca Trich,Nematalosa,23.107992,120.043438,2021-08-13,1.0,gbif
Ca Trich,Nematalosa,23.124482,120.074022,2021-08-12,1.0,gbif
Ca Trich,Nematalosa,23.114808,120.098873,2021-10-05,1.0,gbif
Ca Trich,Nematalosa,23.114808,120.098873,2021-10-07,1.0,gbif
Ca Trich,Nematalosa,23.114808,120.098873,2021-10-09,1.0,gbif
Ca Trich,Nematalosa,23.143842,120.076266,2021-12-08,1.0,gbif
Ca Trich,Nematalosa,23.114808,120.098873,2021-11-30,1.0,gbif
Ca Trich,Nematalosa,23.114808,120.098873,2021-12-02,1.0,gbif
Ca Trich,Nematalosa,23.114808,120.098873,2021-12-04,1.0,gbif
Ca Trich,Nematalosa,23.127064,120.055231,2021-12-10,1.0,gbif
Ca Trich,Nematalosa,23.118403,120.088635,2021-12-09,1.0,gbif
Ca Trich,Nematalosa,23.107992,120.043438,2021-12-10,1.0,gbif
Ca Trich,Nematalosa,23.124482,120.074022,2021-12-09,1.0,gbif
Ca Trich,Nematalosa,23.1346,120.0717,2021-09-10,1.0,gbif
Ca Trich,Nematalosa,23.1346,120.0717,2021-09-15,1.0,gbif
Ca Trich,Nematalosa,23.1346,120.0717,2021-11-10,1.0,gbif
Ca Trich,Nematalosa,23.1346,120.0717,2021-11-16,1.0,gbif
Ca Trich,Nematalosa,23.1346,120.0717,2021-12-02,1.0,gbif
Ca Trich,Nematalosa,23.1346,120.0717,2021-12-27,1.0,gbif
Ca Trich,Nematalosa,23.1346,120.0717,2022-01-12,1.0,gbif
Ca Trich,Nematalosa,23.1346,120.0717,2022-01-30,1.0,gbif
Ca Trich,Nematalosa,23.1346,120.0717,2022-02-01,1.0,gbif
Ca Trich,Nematalosa,23.1346,120.0717,2022-02-20,1.0,gbif
Ca Trich,Nematalosa,23.1346,120.0717,2022-03-08,1.0,gbif
Ca Trich,Nematalosa,23.1346,120.0717,2022-03-19,1.0,gbif
Ca Trich,Nematalosa,23.1346,120.0717,2022-04-03,1.0,gbif
Ca Trich,Nematalosa,23.1346,120.0717,2022-04-30,1.0,gbif
Ca Trich,Nematalosa,23.1346,120.0717,2022-05-11,1.0,gbif
Ca Trich,Nematalosa,23.1346,120.0717,2022-05-26,1.0,gbif
Ca Trich,Nematalosa,23.1346,120.0717,2022-06-09,1.0,gbif
Ca Trich,Nematalosa,23.1346,120.0717,2022-06-24,1.0,gbif
Ca Trich,Nematalosa,23.1346,120.0717,2022-07-15,1.0,gbif
Ca Trich,Nematalosa,23.1346,120.0717,2022-07-30,1.0,gbif
Ca Trich,Nematalosa,23.1346,120.0717,2022-08-14,1.0,gbif
Ca Trich,Nematalosa,23.1346,120.0717,2022-08-24,1.0,gbif
Ca Trich,Nematalosa,23.1346,120.0717,2022-09-04,1.0,gbif
Ca Trich,Nematalosa,23.1346,120.0717,2022-09-23,1.0,gbif
Ca Trich,Nematalosa,23.1346,120.0717,2022-10-11,1.0,gbif
Ca Trich,Nematalosa,23.1346,120.0717,2022-10-27,1.0,gbif
Ca Trich,Nematalosa,23.1346,120.0717,2022-11-11,1.0,gbif
Ca Trich,Nematalosa,23.1346,120.0717,2022-11-28,1.0,gbif
Ca Trich,Nematalosa,23.1346,120.0717,2022-12-13,1.0,gbif
Ca Trich,Nematalosa,23.1346,120.0717,2022-12-25,1.0,gbif
Ca Trich,Nematalosa,24.848674,120.936475,2021-10-20,1.0,gbif
Ca Trich,Nematalosa,24.848674,120.936475,2021-10-20,1.0,gbif
Ca Trich,Nematalosa,24.848674,120.936475,2021-10-20,1.0,gbif
Ca Trich,Nematalosa,24.848674,120.936475,2021-10-20,1.0,gbif
Ca Trich,Nematalosa,24.848674,120.936475,2021-10-20,1.0,gbif
Ca Trich,Nematalosa,24.848674,120.936475,2021-10-20,1.0,gbif
Ca Trich,Nematalosa,24.848674,120.936475,2021-10-20,1.0,gbif
Ca Trich,Nematalosa,24.848674,120.936475,2021-10-20,1.0,gbif
Ca Trich,Nematalosa,24.848674,120.936475,2021-10-20,1.0,gbif
Ca Trich,Nematalosa,24.848674,120.936475,2021-10-20,1.0,gbif
Ca Trich,Nematalosa,23.143842,120.076266,2020-01-14,1.0,gbif
Ca Trich,Nematalosa,23.114808,120.098873,2020-01-11,1.0,gbif
Ca Trich,Nematalosa,23.114808,120.098873,2020-01-14,1.0,gbif
Ca Trich,Nematalosa,23.107992,120.043438,2020-01-16,1.0,gbif
Ca Trich,Nematalosa,23.124482,120.074022,2020-01-15,1.0,gbif
Ca Trich,Nematalosa,23.143842,120.076266,2020-03-16,1.0,gbif
Ca Trich,Nematalosa,23.114808,120.098873,2020-03-11,1.0,gbif
Ca Trich,Nematalosa,23.118403,120.088635,2020-03-17,1.0,gbif
Ca Trich,Nematalosa,23.124482,120.074022,2020-03-17,1.0,gbif
Ca Trich,Nematalosa,23.114808,120.098873,2020-05-10,1.0,gbif
Ca Trich,Nematalosa,23.114808,120.098873,2020-05-12,1.0,gbif
Ca Trich,Nematalosa,23.107992,120.043438,2020-05-14,1.0,gbif
Ca Trich,Nematalosa,23.124482,120.074022,2020-05-14,1.0,gbif
Ca Trich,Nematalosa,23.114808,120.098873,2020-07-12,1.0,gbif
Ca Trich,Nematalosa,23.107992,120.043438,2020-07-15,1.0,gbif
Ca Trich,Nematalosa,23.124482,120.074022,2020-07-14,1.0,gbif
Ca Trich,Nematalosa,23.143842,120.076266,2020-09-07,1.0,gbif
Ca Trich,Nematalosa,23.114808,120.098873,2020-09-03,1.0,gbif
Ca Trich,Nematalosa,23.124482,120.074022,2020-09-07,1.0,gbif
Ca Trich,Nematalosa,23.143842,120.076266,2020-11-04,1.0,gbif
Ca Trich,Nematalosa,23.114808,120.098873,2020-10-29,1.0,gbif
Ca Trich,Nematalosa,23.114808,120.098873,2020-10-31,1.0,gbif
Ca Trich,Nematalosa,23.114808,120.098873,2020-11-03,1.0,gbif
Ca Trich,Nematalosa,23.118403,120.088635,2020-11-05,1.0,gbif
Ca Trich,Nematalosa,23.107992,120.043438,2020-11-06,1.0,gbif
Ca Trich,Nematalosa,23.124482,120.074022,2020-11-05,1.0,gbif
Ca Trich,Nematalosa,23.143842,120.076266,2021-02-02,1.0,gbif
Ca Trich,Nematalosa,23.114808,120.098873,2021-01-30,1.0,gbif
Ca Trich,Nematalosa,23.114808,120.098873,2021-02-01,1.0,gbif
Ca Trich,Nematalosa,23.127064,120.055231,2021-02-04,1.0,gbif
Ca Trich,Nematalosa,23.118403,120.088635,2021-02-03,1.0,gbif
Ca Trich,Nematalosa,23.124482,120.074022,2021-02-03,1.0,gbif
Ca Trich,Nematalosa,23.143842,120.076266,2021-04-06,1.0,gbif
Ca Trich,Nematalosa,23.118403,120.088635,2021-04-07,1.0,gbif
Ca Trich,Nematalosa,23.107992,120.043438,2021-04-08,1.0,gbif
Ca Trich,Nematalosa,23.114808,120.098873,2021-05-29,1.0,gbif
Ca Trich,Nematalosa,23.127064,120.055231,2021-06-04,1.0,gbif
Ca Trich,Nematalosa,23.107992,120.043438,2021-06-04,1.0,gbif
Ca Trich,Nematalosa,23.143842,120.076266,2021-10-12,1.0,gbif
Ca Trich,Nematalosa,23.107992,120.043438,2021-10-14,1.0,gbif
Ca Trich,Nematalosa,23.124482,120.074022,2021-10-13,1.0,gbif
Ca Trich,Nematalosa,23.553797,120.16401,2024-08-30,1.0,gbif
Ca Trich,Nematalosa,23.553601,120.158226,2025-10-14,1.0,gbif
Ca Trich,Nematalosa,23.55433,120.15961,2025-11-26,1.0,gbif
Ca Trich,Nematalosa,23.55433,120.15961,2025-12-16,1.0,gbif
Ca Trich,Nematalosa,24.85947,120.94779,2022-12-10,1.0,gbif
Ca Trich,Nematalosa,24.85947,120.94779,2022-12-10,1.0,gbif
Ca Trich,Nematalosa,24.85947,120.94779,2022-12-10,1.0,gbif
Ca Trich,Nematalosa,24.85947,120.94779,2022-12-10,1.0,gbif
Ca Trich,Nematalosa,24.85943,120.94831,2022-12-10,1.0,gbif
Ca Trich,Nematalosa,24.85943,120.94831,2022-12-10,1.0,gbif
Ca Trich,Nematalosa,24.85943,120.94831,2022-12-10,1.0,gbif
Ca Trich,Nematalosa,24.85943,120.94831,2022-12-10,1.0,gbif
Ca Trich,Nematalosa,24.85943,120.94831,2022-12-10,1.0,gbif
Ca Trich,Nematalosa,24.85943,120.94812,2022-12-10,1.0,gbif
Ca Trich,Nematalosa,24.85943,120.94812,2022-12-10,1.0,gbif
Ca Trich,Nematalosa,24.85943,120.94812,2022-12-10,1.0,gbif
Ca Trich,Nematalosa,24.85943,120.94812,2022-12-10,1.0,gbif
Ca Trich,Nematalosa,24.85943,120.94799,2022-12-10,1.0,gbif
Ca Trich,Nematalosa,24.85943,120.94799,2022-12-10,1.0,gbif
Ca Trich,Nematalosa,24.85943,120.94799,2022-12-10,1.0,gbif
Ca Trich,Nematalosa,24.85943,120.94799,2022-12-10,1.0,gbif
Ca Trich,Nematalosa,24.84579,120.93898,2022-12-13,1.0,gbif
Ca Trich,Nematalosa,24.84579,120.93898,2022-12-13,1.0,gbif
Ca Trich,Nematalosa,24.84579,120.93898,2022-12-13,1.0,gbif
Ca Trich,Nematalosa,24.84569,120.93904,2022-12-13,1.0,gbif
Ca Trich,Nematalosa,24.84556,120.9391,2022-12-13,1.0,gbif
Ca Trich,Nematalosa,24.84556,120.9391,2022-12-13,1.0,gbif
Ca Trich,Nematalosa,25.11652,121.46357,2023-02-07,1.0,gbif
Ca Trich,Nematalosa,25.11601,121.46373,2023-02-07,1.0,gbif
Ca Trich,Nematalosa,25.11601,121.46373,2023-02-07,1.0,gbif
Ca Trich,Nematalosa,25.11601,121.46373,2023-02-07,1.0,gbif
Ca Trich,Nematalosa,25.11601,121.46373,2023-02-07,1.0,gbif
Ca Trich,Nematalosa,24.85943,120.9483,2023-03-14,1.0,gbif
Ca Trich,Nematalosa,24.85943,120.9483,2023-03-14,1.0,gbif
Ca Trich,Nematalosa,24.85943,120.9483,2023-03-14,1.0,gbif
Ca Trich,Nematalosa,24.85943,120.94812,2023-03-14,1.0,gbif
Ca Trich,Nematalosa,24.85943,120.94812,2023-03-14,1.0,gbif
Ca Trich,Nematalosa,24.85943,120.94798,2023-03-14,1.0,gbif
Ca Trich,Nematalosa,24.85943,120.94798,2023-03-14,1.0,gbif
Ca Trich,Nematalosa,24.85943,120.94798,2023-03-14,1.0,gbif
Ca Trich,Nematalosa,24.85949,120.94819,2023-03-14,1.0,gbif
Ca Trich,Nematalosa,24.85949,120.94819,2023-03-14,1.0,gbif
Ca Trich,Nematalosa,24.84579,120.93898,2023-03-15,1.0,gbif
Ca Trich,Nematalosa,24.84557,120.9391,2023-03-15,1.0,gbif
Ca Trich,Nematalosa,24.84557,120.9391,2023-03-15,1.0,gbif
Ca Trich,Nematalosa,24.60873,120.78452,2023-03-22,1.0,gbif
Ca Trich,Nematalosa,24.60873,120.78452,2023-03-22,1.0,gbif
Ca Trich,Nematalosa,24.60877,120.78442,2023-03-22,1.0,gbif
Ca Trich,Nematalosa,24.60883,120.78432,2023-03-22,1.0,gbif
Ca Trich,Nematalosa,24.60883,120.78432,2023-03-22,1.0,gbif
Ca Trich,Nematalosa,24.60883,120.78432,2023-03-22,1.0,gbif
Ca Trich,Nematalosa,24.60889,120.78419,2023-03-22,1.0,gbif
Ca Trich,Nematalosa,24.60889,120.78419,2023-03-22,1.0,gbif
Ca Trich,Nematalosa,24.60889,120.78419,2023-03-22,1.0,gbif
Ca Trich,Nematalosa,24.66454,120.83985,2023-06-29,1.0,gbif
Ca Trich,Nematalosa,23.10712,120.20552,2022-05-30,1.0,gbif
Ca Trich,Nematalosa,23.05733,120.07747,2022-05-31,1.0,gbif
Ca Trich,Nematalosa,23.05733,120.07747,2022-05-31,1.0,gbif
Ca Trich,Nematalosa,22.80041,120.23196,2022-11-30,1.0,gbif
Ca Trich,Nematalosa,22.80442,120.21626,2022-11-30,1.0,gbif
Ca Trich,Nematalosa,22.80442,120.21626,2022-11-30,1.0,gbif
Ca Trich,Nematalosa,23.51473,120.1793,2022-12-19,1.0,gbif
Ca Trich,Nematalosa,23.5147,120.17977,2022-12-19,1.0,gbif
Ca Trich,Nematalosa,23.51481,120.17876,2023-03-06,1.0,gbif
Ca Trich,Nematalosa,23.51481,120.17876,2023-03-06,1.0,gbif
Ca Trich,Nematalosa,5.679,102.7122,2021-11-20,1.0,gbif
Ca Trich,Nematalosa,5.679,102.7122,2021-11-20,1.0,gbif
Ca Trich,Nematalosa,5.679,102.7122,2021-11-27,1.0,gbif
Ca Trich,Nematalosa,5.679,102.7122,2021-11-27,1.0,gbif
Ca Trich,Nematalosa,5.679,102.7122,2022-01-17,1.0,gbif
Ca Trich,Nematalosa,25.05029,121.016204,2020-01-16,1.0,gbif
Ca Trich,Nematalosa,23.038395,120.021337,2020-03-03,1.0,gbif
Ca Trich,Nematalosa,23.02515,120.031832,2020-03-03,1.0,gbif
Ca Trich,Nematalosa,24.862165,120.890855,2020-11-19,1.0,gbif
Ca Trich,Nematalosa,24.3385,120.513183,2021-01-31,1.0,gbif
Ca Trich,Nematalosa,24.862165,120.890855,2021-02-03,1.0,gbif
Ca Trich,Nematalosa,24.507883,120.6485,2023-01-12,1.0,gbif
Ca Trich,Nematalosa,24.753183,120.827617,2023-01-12,1.0,gbif
Ca Trich,Nematalosa,24.845,120.937,2021-07-29,1.0,gbif
Ca Trich,Nematalosa,24.845,120.937,2021-07-29,1.0,gbif
Ca Trich,Nematalosa,23.143842,120.076266,2020-01-14,1.0,gbif
Ca Trich,Nematalosa,23.127064,120.055231,2020-01-16,1.0,gbif
Ca Trich,Nematalosa,23.118403,120.088635,2020-01-15,1.0,gbif
Ca Trich,Nematalosa,23.107992,120.043438,2020-01-16,1.0,gbif
Ca Trich,Nematalosa,23.124482,120.074022,2020-01-15,1.0,gbif
Ca Trich,Nematalosa,23.143842,120.076266,2020-03-16,1.0,gbif
Ca Trich,Nematalosa,23.127064,120.055231,2020-03-18,1.0,gbif
Ca Trich,Nematalosa,23.107992,120.043438,2020-03-18,1.0,gbif
Ca Trich,Nematalosa,23.124482,120.074022,2020-03-17,1.0,gbif
Ca Trich,Nematalosa,23.143842,120.076266,2020-05-13,1.0,gbif
Ca Trich,Nematalosa,23.114808,120.098873,2020-05-07,1.0,gbif
Ca Trich,Nematalosa,23.114808,120.098873,2020-05-12,1.0,gbif
Ca Trich,Nematalosa,23.127064,120.055231,2020-05-15,1.0,gbif
Ca Trich,Nematalosa,23.118403,120.088635,2020-05-14,1.0,gbif
Ca Trich,Nematalosa,23.124482,120.074022,2020-05-14,1.0,gbif
Ca Trich,Nematalosa,23.143842,120.076266,2020-07-13,1.0,gbif
Ca Trich,Nematalosa,23.114808,120.098873,2020-07-10,1.0,gbif
Ca Trich,Nematalosa,23.114808,120.098873,2020-07-11,1.0,gbif
Ca Trich,Nematalosa,23.127064,120.055231,2020-07-15,1.0,gbif
Ca Trich,Nematalosa,23.107992,120.043438,2020-07-15,1.0,gbif
Ca Trich,Nematalosa,23.124482,120.074022,2020-07-14,1.0,gbif
Ca Trich,Nematalosa,23.143842,120.076266,2020-09-07,1.0,gbif
Ca Trich,Nematalosa,23.114808,120.098873,2020-09-03,1.0,gbif
Ca Trich,Nematalosa,23.127064,120.055231,2020-09-09,1.0,gbif
Ca Trich,Nematalosa,23.107992,120.043438,2020-09-09,1.0,gbif
Ca Trich,Nematalosa,23.124482,120.074022,2020-09-07,1.0,gbif
Ca Trich,Nematalosa,23.143842,120.076266,2020-11-04,1.0,gbif
Ca Trich,Nematalosa,23.114808,120.098873,2020-11-03,1.0,gbif
Ca Trich,Nematalosa,23.127064,120.055231,2020-11-06,1.0,gbif
Ca Trich,Nematalosa,23.124482,120.074022,2020-11-05,1.0,gbif
Ca Trich,Nematalosa,23.143842,120.076266,2021-02-02,1.0,gbif
Ca Trich,Nematalosa,23.118403,120.088635,2021-02-03,1.0,gbif
Ca Trich,Nematalosa,23.107992,120.043438,2021-02-04,1.0,gbif
Ca Trich,Nematalosa,23.143842,120.076266,2021-04-06,1.0,gbif
Ca Trich,Nematalosa,23.114808,120.098873,2021-04-01,1.0,gbif
Ca Trich,Nematalosa,23.127064,120.055231,2021-04-08,1.0,gbif
Ca Trich,Nematalosa,23.107992,120.043438,2021-04-08,1.0,gbif
Ca Trich,Nematalosa,23.143842,120.076266,2021-06-02,1.0,gbif
Ca Trich,Nematalosa,23.114808,120.098873,2021-05-27,1.0,gbif
Ca Trich,Nematalosa,23.114808,120.098873,2021-05-29,1.0,gbif
Ca Trich,Nematalosa,23.114808,120.098873,2021-06-01,1.0,gbif
Ca Trich,Nematalosa,23.127064,120.055231,2021-06-04,1.0,gbif
Ca Trich,Nematalosa,23.118403,120.088635,2021-06-03,1.0,gbif
Ca Trich,Nematalosa,23.107992,120.043438,2021-06-04,1.0,gbif
Ca Trich,Nematalosa,23.124482,120.074022,2021-06-03,1.0,gbif
Ca Trich,Nematalosa,23.143842,120.076266,2021-10-12,1.0,gbif
Ca Trich,Nematalosa,23.127064,120.055231,2021-10-14,1.0,gbif
Ca Trich,Nematalosa,23.107992,120.043438,2021-10-14,1.0,gbif
Ca Trich,Nematalosa,23.124482,120.074022,2021-10-13,1.0,gbif
Ca Trich,Nematalosa,23.554725,120.164169,2021-07-27,1.0,gbif
Ca Trich,Nematalosa,23.555397,120.15878,2022-07-21,1.0,gbif
Ca Trich,Nematalosa,23.555932,120.161599,2022-08-03,1.0,gbif
Ca Trich,Nematalosa,23.555766,120.160049,2023-09-22,1.0,gbif
Ca Trich,Nematalosa,24.60873,120.78452,2022-12-13,1.0,gbif
Ca Trich,Nematalosa,24.60873,120.78452,2022-12-13,1.0,gbif
Ca Trich,Nematalosa,24.60873,120.78452,2022-12-13,1.0,gbif
Ca Trich,Nematalosa,24.60873,120.78452,2022-12-13,1.0,gbif
Ca Trich,Nematalosa,24.60873,120.78452,2022-12-13,1.0,gbif
Ca Trich,Nematalosa,24.60877,120.78442,2022-12-13,1.0,gbif
Ca Trich,Nematalosa,24.60877,120.78442,2022-12-13,1.0,gbif
Ca Trich,Nematalosa,24.60877,120.78442,2022-12-13,1.0,gbif
Ca Trich,Nematalosa,23.10733,120.20572,2022-11-09,1.0,gbif
Ca Trich,Nematalosa,23.28977,120.14243,2022-12-12,1.0,gbif
Ca Trich,Nematalosa,23.28977,120.14243,2022-12-12,1.0,gbif
Ca Trich,Nematalosa,23.28977,120.14243,2022-12-12,1.0,gbif
